t,year,mo,yrmo,M1,M2,M3,M4,S1,S2,S3,S4,C1,C2,C3,C4,C2sur,C3sur,C4sur,Seg1in,Seg2in,Seg3in,Seg4in,Seg12,Seg23,Seg34,outflow,S1set,S2set,S3set,S4set,S1res,S2res,S3res,S4res,S1Bur,S2Bur,S3Bur,S4Bur,Temp
1,1997,1,1/1997,1171.05180165666,1613.38527635365,1226.57765441893,3006.14539626708,1226602.81027208,1110409.64324139,1432895.74323745,940654.392482394,54.566863847305285,28.651190167096875,13.385739599194117,67.92991892782487,28.651190167096875,13.385739599194117,67.92991892782487,2492.031463543394,456.85051217567934,408.4387330574303,10978.203399180624,1940.3201307116196,1219.4692374303504,670.6723824571817,12749.49681537129,723.6926207356227,533.340145988087,362.6993975070818,752.7581199456419,0.003946186282084604,0.00357237344065897,0.00460986513178361,0.0030262424223317,1023.993907334429,926.9933998213846,1196.2116005548055,785.2781346519838,7.319900596
2,1997,2,2/1997,1068.1842754629674,1838.7864869379803,1628.9839333668672,2591.193954588456,1226349.4522023408,1110208.4530128087,1432245.5418767896,940754.1331741497,51.90393957638306,33.213584115105036,18.02726081764248,59.14760173933288,33.213584115105036,18.02726081764248,59.14760173933288,2939.151896565293,503.2359171686663,450.42307142606376,15041.801264966489,2067.165276389575,1521.1588856918663,930.5004554905287,13057.21418378526,669.065841295123,607.6023905453043,479.6660223672527,645.9462261653503,0.003924761726798445,0.0035530685297960655,0.00458370367111988,0.0030107534272377627,1023.7823986719555,926.8254419734512,1195.6687987396774,785.36140028599,7.261341682
3,1997,3,3/1997,1108.9612406002627,2041.7021679084144,1976.7324147467186,3003.8856095301458,1226101.8853130345,1110086.8078136663,1431732.697126178,940933.3659140968,51.230043423273834,36.12986174125111,21.509586666895785,67.7362989946972,34.43213103212653,16.288967438220645,63.047418119600515,2264.581994184886,297.74288899384675,261.6113664161351,13635.047360882241,1232.140341040125,1043.1893042100644,730.325150776978,14439.064436974571,1067.2814008952391,1053.7563051084264,913.4534429963405,1175.3418238004247,0.005903277347438637,0.005344702903367453,0.006893322080142093,0.004530284710419267,1023.5757246091013,926.7238899944934,1195.2406651208428,785.5110275591088,11.82767271
4,1997,4,4/1997,1037.6024977581014,1515.140347896597,1482.162396537406,2669.962448395269,1226235.1812711547,1110277.020303328,1431547.4837502188,941570.8327862318,48.77092510578983,27.001850196536395,16.222207101756883,60.46043005482552,25.737148060955725,12.287024557712833,56.27836712961982,3951.98510325882,539.3965378363439,483.9746135744396,26277.876390419613,-350.12300270404427,-807.05624027551,-6183.846878403014,6504.613680292143,1366.5494088292128,1064.6820527596035,930.7666643918142,1420.0234848690575,0.007789041806784957,0.007052475952688346,0.009093184871575302,0.0059808548087967065,1023.6870028874847,926.8826833943466,1195.0860450865896,786.043198354518,14.92592154
5,1997,5,5/1997,2517.9733629101956,2382.0266399290535,6470.039344566204,4805.472906717834,1228098.6076982399,1110928.2726497867,1433770.7048987765,943905.1390930305,33.34665725492816,23.749337719726334,42.696356053255094,74.00958869352375,22.38375418980574,31.769123334218072,68.69392094428451,3344.636033953712,94.68771788368575,78.04837774713118,7009.543845113549,2942.15520346486,3319.227367778233,8900.766672278702,22325.92773297951,2882.7561296676386,1844.4259741897117,4786.592641780132,3149.1449390644416,0.009557921579040141,0.008646020151285938,0.01115860556623547,0.007346129407648454,1025.242630587113,927.4263625945947,1196.942037011372,787.9919265132967,17.19714586
2,1997,6,6/1997,2717.0026959725756,2680.3588592272035,3686.4946228925965,2741.478062086716,1227116.2156538172,1109318.205125469,1432756.3848046046,943228.7937115653,122.36430166611575,46.93609495285536,39.767679731487526,61.43207527580448,44.71444175809156,30.091678777638275,57.17059751592343,1050.2224560625732,61.43650914368154,44.996608333191446,6571.31903011091,650.1324669011482,354.4961092153554,401.7866092535961,4503.778060584215,6032.838999486485,3215.104575274357,3970.1519581743396,2499.008858730993,4747.763794383954,4291.998380886452,5543.394181555475,3649.3915241908735,1024.4225089799568,926.0822442528696,1196.0952611946032,787.427299117962,20.37031989
3,1997,7,7/1997,2141.6597191826754,2937.3732919677514,3944.545039446888,3674.5276528931868,1227164.1841655313,1108372.8650482052,1431306.0373218036,942908.7402798814,100.14061523579896,52.23691261490459,43.09734639282741,83.10332277671827,47.778672060158925,32.86478859955025,58.95716912585507,1569.6994476076288,252.1740540912663,217.944439857665,6650.9635200761795,785.7458022669625,308.78696681150785,110.14112330898853,4285.327784350579,7624.824961617514,5588.339217832957,6710.322349862857,5293.736259865782,7176.474906150684,6481.781456232465,8370.299583707823,5514.144725475428,1024.4625541056714,925.2930544096942,1194.8844805136291,787.1601117600649,24.98910682
4,1997,8,8/1997,1990.591927605117,3006.883106279616,4034.4816723254207,3976.1658032995674,1227118.2245946005,1108058.4957326392,1430441.8307829355,944043.2418168738,76.92713860633681,49.58539607043062,41.41683552350179,85.89662597239445,45.19746212771954,31.48456682777519,60.77940108081497,761.1559668523989,64.74867829185689,43.06136502315848,4183.856104593078,296.8694141285545,593.1695335977888,959.7814982208612,4461.936873623906,7621.382811988647,6266.893514100355,7507.885766701608,6382.40139133165,7764.181578191698,7010.8708253993755,9050.64393034241,5973.118971118241,1024.4241860861114,925.0306122718671,1194.163022660224,788.1072175811286,25.86960641
2,1997,9,9/1997,189.875446464327,221.98466374317488,353.8977879345528,1453.37595105278,1228569.581449343,1109859.8485664073,1432818.9481974407,947871.71226702,11.054991395119261,4.299473581584974,4.14465967615665,34.56152499260311,3.9522214458003244,3.1774880066112794,24.629171528092183,617.3699475668843,50.347955280957706,36.055178058776,3083.8998077616698,46.063286088625475,29.36250718137453,42.019814882719245,1126.1394514754625,716.9491377430443,409.2281975287607,574.2423451165952,1991.7482402299297,0.01813267714894983,0.01638061906993976,0.021147229910993305,0.013989807330964613,1025.6358094120799,926.5344196260415,1196.1474904350305,791.3033054936371,24.35250831
3,1997,10,10/1997,139.00797136581735,51.88282190129377,58.93301106354276,1216.2437953165552,1228175.9905771788,1109176.3198298498,1431949.4272814717,949419.3121258983,9.04448400360453,1.0457671273911777,0.7125817165220034,29.597141447297968,1.0457671273911777,0.7125817165220034,29.597141447297968,626.7297819995698,48.31492058183136,34.37640567505753,2842.2804511057952,58.276702735260336,9.979062003802328,9.516485584692797,1034.6832977062693,241.69574242889732,41.882873957047465,41.58899005031896,723.634998248263,0.008481974355845275,0.007660144126809018,0.009889265393765676,0.006556837391530235,1025.30723144723,925.9637954143069,1195.421596027488,792.5952745101857,15.86113729
