t,year,mo,yrmo,M1,M2,M3,M4,S1,S2,S3,S4,C1,C2,C3,C4,C2sur,C3sur,C4sur,Seg1in,Seg2in,Seg3in,Seg4in,Seg12,Seg23,Seg34,outflow,S1set,S2set,S3set,S4set,S1res,S2res,S3res,S4res,S1Bur,S2Bur,S3Bur,S4Bur,Temp
1,2011,1,1/2011,330.794714162108,196.002583044863,112.950258706625,1078.82289873046,1228229.04666839,1056579.38252164,1318575.83476552,1060561.28942019,15.98899299757523,3.53282079447323,1.247793427446715,24.594570585844806,3.53282079447323,1.247793427446715,24.594570585844806,454.6511848212057,34.48948795604767,27.88740534451901,1213.5257023176264,70.17292544968855,11.649020751105288,1.9276933350095622,725.5136550512187,152.241232526124,47.681161886197685,24.494749150066948,198.0950183239198,0.0029831601511092825,0.002566252214089839,0.0032025971842613243,0.0025759235909534645,1025.3515237916567,882.0547623540363,1100.7749288123696,885.3789422511813,4.177041146
2,2011,2,2/2011,481.3935291894119,239.9891367774489,119.57165020411587,1227.6403977765433,1227420.0119868095,1055763.3724660096,1317507.6680081084,1059959.7719437152,21.305468831194485,4.172598582259695,1.2823384948074454,27.391417520653246,4.172598582259695,1.2823384948074454,27.391417520653246,819.2672066752966,64.39509388240866,54.92728158757998,1894.7387283013827,232.3411203141714,52.21413556859288,18.35450042496692,1459.6448101206083,279.9007167802612,75.22627973721755,33.51967276607445,292.88731921003944,0.0037584105395938074,0.003232790852065719,0.004034262646102716,0.0032456403997929272,1024.6761245688415,881.3735399417837,1099.8832006649639,884.8767827698014,6.767345365
3,2011,3,3/2011,642.2303725478226,390.2132830936307,169.70747281730112,1263.9045529809957,1226775.6588464254,1055006.0240716354,1316459.7549507546,1059470.0069095625,29.020966640423513,6.84260210822167,1.8328126236026332,28.345713292234045,6.518918605553498,1.3869520849706072,26.379821446871183,1163.0276695918697,169.2167449746118,151.62670188703487,7897.909035758705,238.84472041479688,42.81572365984333,4.744388921101077,3303.8323592921324,581.3617129205437,190.6392689742472,74.41214600204451,469.10156344286247,0.0056324419003107844,0.004843803422582623,0.006044204602844777,0.004864298713467553,1024.1382049713975,880.7412895221091,1099.0083807337194,884.4679165852485,11.29642283
4,2011,4,4/2011,784.8803119529085,506.28191965052287,246.82966957148247,2487.1547274489208,1226500.6625912518,1054400.5664786275,1315479.2478961374,1059644.5637005686,28.20710648982398,8.110421569110436,2.4734144038193313,52.77189052356402,7.710792973193052,1.8654969590265527,49.08049391284642,1593.1512387996627,346.8516391765797,314.3942104939636,7753.741289263481,420.9084815687394,200.00650778790697,90.49325716328273,7737.745526367618,1016.455188228809,360.4560431411561,157.89403714599274,1372.5069170966185,0.007912279354509699,0.006802044293972386,0.008486289173643365,0.006835873848427425,1023.9086322951576,880.2358407483109,1098.189832755826,884.6136402775287,15.09901976
5,2011,5,5/2011,792.2263090558982,574.2916928982265,388.1159681148355,2063.360863527763,1226639.0042634332,1054006.713022673,1314650.0246153448,1060334.2966076832,36.47277425193955,10.148355776134641,4.218338842641073,46.4888264094755,9.670615037056601,3.1936649769422285,43.26898137104382,1992.0127673534876,174.19797466953443,155.42697374494173,2842.252461866399,538.0863257008104,140.17917764858026,50.81361741831142,2531.219293628048,1821.3783622858564,708.7653161880415,429.0259188790726,1931.1632061072407,0.01298312191770977,0.01115592901391146,0.013914657441494163,0.011222902091437243,1024.024122842104,879.9070435729722,1097.4975796644092,885.1894438617522,20.63493299
2,2011,6,6/2011,2036.3567783497244,2706.208023808883,3078.0646351985606,2905.2239139266644,1225204.7263568335,1051867.854693923,1311215.5098453413,1058504.1760324768,84.07947242778961,45.77108461478305,32.269091289340274,63.74461937350112,43.565854288701324,24.379281516149607,59.30557447188954,859.0220821230174,19.380805828814562,12.564151122646024,3511.4102639461685,-37.48689247812404,41.36833624840979,126.96908242595497,2596.2877330918004,6657.496412597777,4768.237638041692,4815.577135506089,3920.010729083732,6620.882657982323,5684.187701708029,7085.676249247558,5720.049712291257,1022.8267573824106,878.1214795102209,1094.6303742661487,883.6616205900259,24.10602003
3,2011,7,7/2011,2030.9619456729724,2580.3777754925873,3446.0686339758504,3461.7575110868693,1225082.6873033966,1051058.861628906,1309669.210220616,1057768.8973474584,99.5639970517863,46.77493202027571,38.2474310079732,79.18609951216123,42.82782819406519,29.199215718923156,56.23457902245887,1388.2966673691658,18.510914152173367,12.583224048801442,1709.5634083667746,1049.0880697393984,628.9720192593953,674.5767762684931,3182.5963918735515,8032.667687793298,5366.348415145457,6382.254634473289,5426.438713685654,7719.486393727152,6622.928121864247,8252.48267187181,6665.20937354433,1022.7248766055776,877.4461150297911,1093.339490712506,883.0477944293923,25.82361876
4,2011,8,8/2011,1828.8128585200836,2671.868249639283,3478.599388104088,3040.808706917767,1224685.5271540487,1050427.6994300424,1308523.5535465984,1056791.1490143589,110.4674892635382,52.44989716721596,41.18169196641483,72.87704053446217,48.247180434094524,31.593740336594372,51.96081046306033,933.843722646907,149.04405571341258,132.70240907998024,964.787859928914,1164.4650886921293,955.8291438867071,1150.8844699911726,2973.2385076144583,8802.62020153122,6175.432847310587,7059.619635399347,5209.906287468368,8258.865276154183,7083.729381609702,8824.240590585929,7126.6423348888975,1022.3933189328227,876.9192075086573,1092.3830723476801,882.2315494904309,26.58239628
2,2011,9,9/2011,159.7546862295363,195.06666234843493,288.8301309197548,469.8938562071184,1225988.9022068616,1052129.2567790071,1310660.4384444302,1058666.4959023837,14.268883476367925,4.357263144920601,3.786275209298165,12.121070299102813,4.041478631519013,2.930850852039843,8.701303541256161,1098.763559807398,124.5772945981427,111.29885033538545,1784.4320608678895,147.96788559285636,38.33603041897593,23.433071307439437,305.99597837268095,804.7429439998184,399.55120868040194,507.96066922008464,694.8318291004479,0.019005780759060256,0.016310537516726068,0.02031839350079658,0.016411880467975294,1023.4814039281246,878.3397034864331,1094.1669889486616,883.7971286423734,24.90182986
3,2011,10,10/2011,170.85836526145894,110.1688035975928,81.65784248995806,674.3625420473759,1225896.4523085323,1051590.7342188891,1309899.4332510526,1058975.4057185824,12.024094831925554,2.281079677972006,1.0086474891373773,16.665085077256045,2.281079677972006,1.0086474891373773,16.665085077256045,665.477043379821,108.73809134944264,96.65352935602343,1256.9562757722035,60.20763861465453,11.952741581260838,5.187404839381187,370.2814030098276,308.6282941448283,89.2123197562867,57.524510605622595,400.0601832439207,0.008411018793548884,0.007215086895782008,0.008987373060739342,0.0072657539897695465,1023.4042248023064,877.8901334904207,1093.5316857560204,884.0550130749332,15.78798188
