1,1983,1,1/1983,3120,4448,4530,4390,1031666.0256,1117006.0461000002,1496295.0261000001,523418.79240000003,140.27907859958663,77.83527985847412,48.838783657711886,98.331733554425,77.83527985847412,48.838783657711886,98.331733554425,7417.260967555271,147.6768641938341,126.59348918160103,13446.113047328849,2876.110535833254,2060.50622564471,1632.5137756969577,11356.652685981744,1793.487562151821,1381.4902679917298,1263.1186347300131,1036.324330609208,0.0031468935413725588,0.003407206426228745,0.004564152581145127,0.001596585693784607,861.2565663240201,932.5002161118528,1249.1386596133307,436.9610520320396,6.724400227
2,1983,2,2/1983,4382.799432416265,4477.724219163794,3752.080984225119,5084.4627489812665,1033353.704328629,1117769.4549913427,1496502.3257492753,524517.7605503198,220.74965859494276,82.0458813666049,42.01158257806403,117.04537947482382,82.0458813666049,42.01158257806403,117.04537947482382,11680.613331600458,823.4061965147396,746.610610758398,34030.224889696416,13348.297024766185,5532.323666429872,3086.0041697691995,33478.64303335836,2492.879545169609,1325.6203659701036,987.2783599568631,1131.5058464661827,0.0029796890137284925,0.003223102942358819,0.004315184162378693,0.0015124538694450975,862.6654761367007,933.1375259622731,1249.3117177345682,437.87849383215456,6.095681619
3,1983,3,3/1983,3198.5844412175807,6428.942120475184,6061.355531837209,5637.785331041166,1034728.0363267049,1119018.3212320365,1496920.459462264,525690.2947258726,135.3345936564806,109.7278201286025,64.02414687344397,124.38869500284355,104.46216228915691,48.385186274368415,115.73216039184614,14680.189897985847,783.2936371428453,709.8744965108358,53170.44408602518,11001.445820315857,10845.27780087385,7564.928690923162,52427.14390623199,2709.1939903994935,2923.1323989155376,2442.1491231702094,1958.9697154767523,0.004385709236018443,0.004742974786035123,0.006344718277813991,0.0022281456575286717,863.8127974870997,934.180105851082,1249.6607845807926,438.8573501023771,10.40260861
4,1983,4,4/1983,3336.5790441438708,5527.452986779962,5889.116879891838,6207.025351674545,1037031.4028909088,1121362.6363999674,1498779.7439831982,528076.9739841539,168.05438994586527,101.28018828670197,65.93970683245851,142.88700174707006,96.61849641929395,50.02620856126812,133.04597117839586,11894.474187590196,274.34559109136944,242.2999821306022,53125.9870582541,6562.993825946311,4304.423246878774,2951.642379906864,45247.00415810707,3908.3808761307646,3370.021312572869,3191.268551668539,2844.7297594450683,0.005742185493651718,0.006209139131089843,0.008298949559374817,0.002924034827769137,865.7356964959316,936.1371896183207,1251.2129545297719,440.84980030612275,13.39087617
5,1983,5,5/1983,3607.4434636570677,4905.196188825847,4227.4330318482225,7004.174330345955,1040833.3222326026,1124300.2536789847,1500935.9142937546,531850.6892975811,151.07621346192073,83.40355939051351,44.51305073398917,154.17862805102803,79.39920001203372,33.6416633300317,143.45121201403776,10072.21280263958,283.5362980272493,251.064231817578,21150.677784040887,4425.618102138023,3243.7321717739655,2235.126652575413,23477.109758936967,6372.938839017474,4659.607430105629,3561.489719736095,5089.0559771331455,0.008589977626281433,0.009278828625133831,0.012387195573840713,0.004389353630405392,868.9096189828757,938.589574506569,1253.012971000218,444.00017747516483,17.85314486
2,1983,6,6/1983,4101.533905295016,4747.2164442364565,4850.397320300023,5890.476185197128,1044673.1239392618,1125519.3605707174,1500017.7772737078,535618.7470259788,210.36108057102547,87.60986043394071,54.62745995349911,136.17462167532145,83.59578439472209,41.46189419774769,126.80719431951638,6759.041895164116,45.97290449926112,31.732493569115736,14078.798884071308,-123.44558082382538,-149.71817146059024,-644.036958528499,7435.076116566069,10741.438521738424,6421.156170876779,5823.1363365921225,5980.282644478638,4435.643678157561,4778.913826684896,6369.020336044293,2274.217508525268,872.1151664674107,939.6073106629428,1252.2464908431916,447.14583157284926,21.4097188
3,1983,7,7/1983,3847.352831621445,3241.816576138268,4587.218894462731,6015.615449068443,1050910.135245051,1126176.7450342241,1499569.4544363806,540925.6358371311,182.11155849699125,57.93778503310539,50.324531944826596,136.45187467935443,53.00670886692348,38.38734773118118,96.8331918842007,6959.134351757796,21.172663931779027,7.562363184700172,8382.317441076306,-93.94196238004662,244.21794196111156,612.2631381145924,5598.008028902946,13885.806714704975,6229.661728944864,7871.826654432725,8743.654279010845,6194.602013076256,6638.261919742507,8839.22958744061,3188.4924507840083,877.3219551064221,940.1561090838904,1251.872221478979,451.57613432775315,25.07765242
4,1983,8,8/1983,3258.098334754479,2709.4864170863752,3962.9601235597147,4346.756655167168,1057661.563039491,1125490.3881631908,1498610.155290683,546582.4671203308,217.15168663072748,55.07285410536379,48.23818649191242,106.28849596400741,50.76851864308328,37.09106878516474,75.9261009900046,5210.845632933304,15.072038583140245,6.007915691107354,3780.8401531688382,794.0618825457404,606.978325181832,997.6888304123519,3449.7432679495246,16049.375225497732,6130.8173175029015,7827.331754681437,7235.571409499575,6915.506566188549,7359.004469404199,9798.64328177595,3573.822451741163,882.9581894843471,939.5831238858219,1251.0713783109388,456.29857644210836,26.23693627
2,1983,9,9/1983,921.6307436094818,216.90521786602943,293.525602691657,1480.1223815132212,1064000.0868990563,1127169.9128873537,1500888.5117769572,551267.7879459581,104.44356472268421,5.194108911694948,4.059187432899681,39.68590457037564,4.841844893581151,3.159683653305794,28.600336733646138,4919.582353740403,9.842518753875815,0,3253.9436551733443,180.3979978231379,48.5752224651302,76.9945602676523,1167.876614760699,5222.585140936055,480.12198310088,550.1101846048826,2338.6915969301594,0.01738763887438461,0.018419945295752818,0.024527166637314517,0.009008688380675407,888.2497229451658,940.9852265635247,1252.9733983790022,460.20998112761146,25.49138486
3,1983,10,10/1983,774.1227264392542,64.08229344354342,27.821453211611754,1161.39881910738,1068021.1916892768,1126523.5135707222,1499897.0398731478,553415.9279136333,142.0263658755266,1.8526300943694731,0.4420175582403626,34.555802218057025,1.8526300943694731,0.4420175582403626,34.555802218057025,4529.94027684018,24.0536206803991,15.934395173384782,4792.798058438679,1100.6794785068548,18.956486505498173,5.95406720708046,972.1910853384694,1048.4046593381445,53.28470557060981,18.832712925374725,678.9587860918531,0.007000454458093393,0.007383913928008975,0.009831229006658,0.0036274214686837507,891.6066260693528,940.4455987749752,1252.145696713645,462.00329369838005,15.2769832
