t,year,mo,yrmo,M1,M2,M3,M4,S1,S2,S3,S4,C1,C2,C3,C4,C2sur,C3sur,C4sur,Seg1in,Seg2in,Seg3in,Seg4in,Seg12,Seg23,Seg34,outflow,S1set,S2set,S3set,S4set,S1res,S2res,S3res,S4res,S1Bur,S2Bur,S3Bur,S4Bur,Temp
1,2018,1,1/2018,165.35449669279,164.445313134592,66.2520797621775,357.46566683685,1209754.08546979,1030943.16526515,1276009.47605495,1081445.40378702,21.194283907135105,4.088396533639244,0.9425596056057863,9.78514988607267,4.088396533639244,0.9425596056057863,9.78514988607267,749.067190365136,177.7453738624712,155.5846958292677,1923.4024443587646,120.21773594064135,-3.4918467469640384,-163.05251753296852,145.43880544926287,108.33833887351487,46.10050780143697,15.629382515482716,71.52535058768159,0.0030522608354775537,0.002601113304544124,0.0032194259942906517,0.002728532592972804,1009.928236361384,860.6531072641343,1065.2396344106169,902.8134415794241,4.602537819
2,2018,2,2/2018,435.211060523584,488.9779720618422,533.1541495633466,1270.333211244531,1208982.5501218596,1030191.9376066433,1275028.1050820297,1080778.6464662477,24.497531529657078,9.352336314386267,6.181071532987425,29.98829958208902,9.352336314386267,6.181071532987425,29.98829958208902,578.5419087998652,39.349704921866035,26.617392700195392,3393.491933010999,121.42648864346559,-4.126841233283094,-249.71023381179864,1817.8087692409044,328.56646890877124,182.91626650277004,175.92125892739352,354.11376650819034,0.004243090675209412,0.003615600410191255,0.004474886641464081,0.0037931414281572188,1009.2841423735359,860.0259665639093,1064.4203652154956,902.256818499464,8.292770079
3,2018,3,3/2018,488.8636285499358,447.1098184819939,613.3160501416754,1641.4768954814701,1208368.130348672,1029548.0974380297,1274203.6600546075,1080434.951651434,20.906529208405058,7.664162920796343,6.5013020031518,36.311645034754356,7.297206914408112,4.914178052467434,33.785834223645196,1656.2306184151125,387.8777673947413,346.87796644862146,7163.804011849305,506.5910279279898,217.5670408062385,209.48517288956498,5581.570546065166,437.8867203985671,214.99565029410425,261.5782608881731,602.6200632281999,0.0053934754104075396,0.004595323401786192,0.005687328170739494,0.004822453686026471,1008.7712117826217,859.4884752061231,1063.7321011108136,901.9698948160968,10.9807341
4,2018,4,4/2018,766.9779347541163,827.0451664673819,701.7872063681245,1897.8548343906111,1208040.8503018771,1029077.4959539665,1273493.1323852339,1080422.4049605264,30.680165044168515,13.82138301310087,7.284485705409302,41.336745100690806,13.152107521171379,5.5014527374677735,38.45475267059257,3622.7280871605644,1021.1720930253963,928.7875766595405,15692.665761882003,916.2534239874843,392.5710222493012,170.69238522422563,7471.658170774595,889.138527354742,519.2645194241964,392.2754581397789,914.9794987211349,0.006887777201603776,0.005867398038356069,0.007260960555638557,0.006160146659882758,1008.4979914939483,859.0956071575358,1063.1389376202865,901.959420573792,13.71815094
5,2018,5,5/2018,1389.2540246132526,1667.6056610138082,1279.5038886934847,3477.117371530254,1208603.4746873353,1029220.1267971699,1273145.3372875068,1081517.675660235,37.03864219036324,23.419493304006387,11.471197360160916,67.82327807408603,22.20307720461214,8.613022751689103,63.02195121803365,2497.582067712709,369.96871083443153,330.13212369455806,5900.8983373194005,1645.4401962796537,1440.235990112552,957.740300653182,11777.98519641236,2741.7618221018433,1881.6591127532708,1332.460337179142,3123.2488940730213,0.012128578590432447,0.010328430669077513,0.01277626914346646,0.010853247074753295,1008.9676822023033,859.2146783949528,1062.8485909342273,902.8737756641207,20.03928865
2,2018,6,6/2018,2020.0621853199286,2741.7306267786207,3221.5346452738304,2674.7788253046865,1207261.1721866787,1027828.374853846,1270630.705839426,1079833.5295900332,89.24800010180358,47.63536462175791,34.528915368683684,59.654586542344425,45.37040053846866,26.117526010975592,55.51283146409841,975.089109249527,96.99744940591589,78.53546621707319,1462.260229717212,418.0038580884255,378.9410559683394,432.1047846908399,2293.9895388188543,6598.994528675905,4827.3821656015525,5070.60721013797,3585.0346437838175,6572.74366866034,5595.850010692994,6917.749132844728,5878.983900363986,1007.8470997521725,858.0528145067001,1060.749323542646,901.4678149892341,24.18938844
3,2018,7,7/2018,1932.5432946413282,2623.2703091551157,3408.3236783537263,2937.582806987547,1206911.874892989,1027222.2027634742,1269381.2344818576,1078130.8202998089,102.10460107881775,48.976422851267,38.749354980194475,68.37394136561755,44.92262676838455,29.639681205144505,48.63307343241769,944.8999385267252,48.39819538989453,34.553677597087415,1598.0493577590803,805.9449263075369,443.32160471777433,413.1011532640711,2307.317560257838,7770.342961264657,5377.180987652586,6186.951324784485,4508.76348046554,7429.321916710824,6323.215955596843,7813.861162674926,6636.59136922899,1007.5554990012273,857.5467692554265,1059.7062384895023,900.0463573465887,25.56232263
4,2018,8,8/2018,1697.7241149472197,2608.4593553916384,3403.7317476279886,3058.1834755261752,1206356.9653480363,1026712.9605925984,1268390.643713765,1076746.6548477162,97.09212673034132,50.186499369801055,39.64978434146184,72.44275645949799,46.114761756880384,30.38460231029191,51.6077924051495,3607.3966630706846,538.7204822458244,484.2042754544349,18761.869352522906,3761.96874217124,1904.1536951100086,1402.338726267791,13354.77793424991,7524.843906170585,5688.7896873318,6541.602303328116,4964.682036364539,7774.531682062517,6616.791438849509,8174.316166806711,6939.240392459868,1007.0922488045095,857.1216431461696,1058.8792724148334,898.8908268212907,26.07528654
2,2018,9,9/2018,503.87511316628184,572.1031479449565,554.3307640621701,2925.4800041695617,1208666.5719836645,1029050.4618832908,1270921.4487798477,1082273.7277818273,22.14589676356027,9.9185786115902,5.930987716746,65.16155851326418,9.059869414857655,4.516880361928442,46.1754127148963,5479.278882266617,1657.5137083148022,1512.9946835095286,69475.56187022109,-197.57650720271917,-406.3909566546622,-9112.214992652602,9917.826830374239,1945.924096636972,1190.024314910558,1029.4690037473122,4634.455548482151,0.020407044044304747,0.017374417880192915,0.021458151142160056,0.018273035875055323,1009.0203571566319,859.0730385449168,1060.992041883986,903.5049439279256,25.85631126
3,2018,10,10/2018,1391.4742866298097,2222.981285250123,8102.744024590032,8075.67497408014,1212727.6850624813,1031794.0700609925,1283036.4355033063,1097046.5759666315,13.313937153096132,18.501553332502482,45.23801155388757,109.03171527959263,18.501553332502482,45.23801155388757,109.03171527959263,2274.1586188122533,521.672626398643,469.30979148022845,37368.357707145806,1413.4037497355098,3139.810258190746,11515.481000773554,53891.95590069023,1549.341731897875,1784.4078846180835,6267.230255087361,5588.349037703315,0.01015722856345935,0.008641814917824309,0.010746101116659032,0.009188338778857387,1012.4106600443141,861.3634605417948,1071.1058884269492,915.8376292996968,18.01794098
4,2018,11,11/2018,1001.8791514048127,789.4955700835118,1438.679823965471,5250.926175631466,1213234.8297984495,1032245.7465387458,1285668.0875229153,1101672.3983140257,35.32510019821343,12.548808675803851,14.322634013729193,110.86945975256506,12.548808675803851,14.322634013729193,110.86945975256506,5703.305220645469,1185.7864818179512,1079.9874047140534,90394.12238185943,915.8028633824141,-64.36826369186157,-5668.388493693397,42821.47349554097,1053.581907089305,457.5355033269592,750.361108067372,2362.6464536825856,0.006510804506673306,0.005539529605884552,0.006899516377815207,0.005912106576277682,1012.8340351706544,861.7405295957969,1073.3028470607765,919.6993634001531,13.04085918
5,2018,12,12/2018,2496.864015238635,2754.5084370189993,8357.497820644236,9196.77098292498,1214606.640976242,1032658.1514719812,1288019.8646720152,1105976.7104274542,29.119144576219743,25.635234149696714,51.760556598892315,134.76056963328588,25.635234149696714,51.760556598892315,134.76056963328588,4363.354144961118,1306.9291027169452,1191.24439250539,59405.67733104322,4510.131394899086,7233.001464630969,23960.960519672444,55889.15025658262,1126.9859604755936,865.043035611761,2517.331087974663,2464.883348485243,0.004253809871340045,0.0036165877002949792,0.00451091853937184,0.0038733648323437068,1013.9792520870914,862.0848139358059,1075.266160247343,923.2926939734288,8.269088349
