t,year,mo,yrmo,M1,M2,M3,M4,S1,S2,S3,S4,C1,C2,C3,C4,C2sur,C3sur,C4sur,Seg1in,Seg2in,Seg3in,Seg4in,Seg12,Seg23,Seg34,outflow,S1set,S2set,S3set,S4set,S1res,S2res,S3res,S4res,S1Bur,S2Bur,S3Bur,S4Bur,Temp
1,1992,1,1/1992,557.104140665402,429.835304143778,196.01262869175,2745.63881961046,1222418.30669981,1128622.84569422,1468022.5004075,841612.875806125,44.40575581306694,9.269381326045625,2.499981986516853,69.43712386283842,9.269381326045625,2.499981986516853,69.43712386283842,2240.7395626872963,353.5991736253922,316.6386576143032,15207.672791565205,1053.1087802094028,195.39180792609108,39.39696282734421,8482.893399016913,456.59716865260987,149.60037776525735,58.938740904742225,694.3499763704976,0.003861479581075973,0.0035651904503540156,0.004637315130847211,0.002658558790623587,1020.5005954592727,942.1981655275789,1225.5361586149395,702.5961867546326,7.115492128
2,1992,2,2/1992,787.9980332968266,1335.1631447830334,680.9614804617519,4418.932659467201,1222046.1239144956,1128073.7988380247,1466960.2516059922,842235.5123912874,38.357106122527036,24.133895195713738,7.540293898690013,100.91075729171929,24.133895195713738,7.540293898690013,100.91075729171929,1742.532410623244,213.11741416871675,187.1966121351991,8750.05646243937,431.37109157287654,139.52901205847294,-291.31616958616297,7301.812662737886,522.7602699368823,466.97487833535024,212.207137164067,1165.756731145257,0.0041158651987375,0.0037993653425882445,0.004940738757204852,0.002836658753507649,1020.1898894170355,941.7398096271385,1224.649370901991,703.1159769135581,7.832224291
3,1992,3,3/1992,1191.7147133674944,1386.4029250750289,962.3147576777537,4254.528931318252,1221799.7575880745,1127718.5983225263,1466066.5803757643,843040.1725060493,38.45081190871461,21.22439195348136,9.283111142387881,87.7302692562379,20.15900866812277,6.9908759953782935,81.56772643473462,3095.4624237563357,411.68682944855755,369.11468732209187,8446.868865174918,1727.7487446243867,1297.8554134339374,750.417463229031,15474.47479224711,1017.8463952658004,659.2775816421569,415.08266322522087,1583.370376343762,0.0055311454878110315,0.005105235614832393,0.006636952987193084,0.003816482870650867,1019.9842176094097,941.4432807420695,1223.9033153025339,703.7877241556897,11.13895285
4,1992,4,4/1992,1269.7669027835925,1440.7497357167413,1192.7735302982537,2296.186571845212,1221991.8908544164,1127617.5399219808,1465447.6464171843,843676.909975096,60.629790655532375,25.840357898787296,13.123543949017389,52.193927183765254,24.636355256766606,9.945741383049631,48.589089251276725,2117.3650171165755,154.71321181160076,132.34364947826793,20283.477939926182,847.2758404974566,451.51421658286836,277.62019233370967,8932.331396884736,1512.7538516639004,911.3526035797452,673.1985779995033,1097.6822880017621,0.007047508357564367,0.006503229764626231,0.008451573707642997,0.004865678830304064,1020.1446145141638,941.3589150569619,1223.3866161744047,704.3192860300105,13.84609866
5,1992,5,5/1992,1080.0986719558086,1029.0692505029872,782.5824707570555,4502.930687427826,1222514.4861751453,1127628.2822476896,1464920.4861198387,845537.3532903336,52.4828697571194,18.587844948091504,8.660501815075454,102.78564847998895,17.72439568521916,6.565054853052205,95.69000153375872,1426.555995446593,92.61289785333992,76.17389039243369,4527.255592236634,147.4909482154678,70.9486706243168,42.01232500337837,4731.272001727775,2013.6091083255296,1012.0962816121304,685.8692438375786,3341.0329837427475,0.010477826541028334,0.00966458367386276,0.01255541993451974,0.007246861956993657,1020.5808881146695,941.3678829771266,1222.9465316350984,705.8724233649249,18.27552649
2,1992,6,6/1992,2244.9819864845053,2510.9023240952097,3133.6431640782193,3739.9729197685397,1221501.599600089,1125421.2895653883,1461439.4994407792,846045.0687217867,109.86045379348144,45.48311119794818,34.759579300266445,85.51407324310175,43.37413111941768,26.353082210340624,79.61347073060047,3223.6362079062014,312.1852303186923,278.3209357684885,10687.53259027244,3250.5327843150453,1538.5404042155344,1319.6121603702659,10216.644926652583,5299.550036925762,3118.752741364329,3466.6605108289205,3502.0278719229664,4833.448481265373,4453.261317557383,5782.876200363468,3347.777238960793,1019.7353090299058,939.5254389183959,1220.0405305066006,706.2962749198975,20.6215821
3,1992,7,7/1992,1962.844298553999,3422.5963348031974,4190.456389794507,3956.034180433594,1221053.0541391373,1124892.2247075483,1459775.598786804,846805.8532903757,92.42196829203972,61.0385503133244,45.89118641875968,89.6209077493685,55.83764422187865,35.001419503329465,63.5897036722666,1944.6821824787169,186.75255320416866,160.2659915827434,10099.322648888414,248.32159358807266,246.5186864297971,254.76355164361215,6184.541042374636,6855.46622389366,6374.619199807989,6973.583741580443,5575.841717436493,7000.529973802402,6449.221603982108,8369.171838759356,4854.89941477604,1019.360853814794,939.0837644118026,1218.6514711323582,706.93139393031,24.76738781
4,1992,8,8/1992,2189.1577841972025,2933.949865461603,4022.03883184329,4414.962980567079,1221481.5195865512,1124676.5800445252,1458860.3042966414,849270.0819926894,105.99908993374255,52.920079975966324,44.45842454783979,100.69288581739342,48.441276711720256,33.93012717526558,71.485998318372907,1693.5029668740597,214.50556733483313,188.2271898187529,6713.261388487001,1129.179161674373,722.870725651152,762.6065971371586,5726.863031245979,8582.705565237478,6076.172691396988,7424.528867775016,6900.272748414393,7681.052915230039,7072.313567843409,9173.764001786929,5340.472479121594,1019.7185458109162,938.9037396970085,1217.8873639792569,708.9885840462271,25.80072765
2,1992,9,9/1992,355.4944489762781,327.11442098700604,447.2331891561561,2123.686366770684,1223619.851483589,1126647.6756164718,1461380.780249192,854282.6614629895,18.266142808886794,6.0412432599604005,5.039903417628032,49.11568828655278,5.537285381506542,3.8517961865978534,34.913287851262474,873.4224487372356,52.50228667757292,40.13653600698205,2653.150933341138,115.22114082766865,79.01016805206335,110.57161220169856,1949.9963819667996,1198.2929318275026,569.0396315304738,690.4330328625758,2772.4644072629962,0.01741734349205392,0.01603701471248925,0.020801698330919337,0.012160095748664355,1021.5036703973664,940.5492518705861,1219.9915104864886,713.1731911534605,23.94762241
3,1992,10,10/1992,214.35705804141944,77.36243434653272,76.7993208108719,1093.307050091555,1223533.0892608094,1126051.0572222206,1460559.9199374928,856007.7761962233,15.655188954010058,1.6217887182029018,0.9579690013150177,27.209885155964972,1.6217887182029018,0.9579690013150177,27.209885155964972,1269.884189428097,140.14482732118537,120.91234412521743,3711.229903186091,134.79093484915018,17.83576836249428,13.175022243392501,992.4954633737245,346.75941134700054,55.175801427980005,47.560205358934894,569.8425066440458,0.0074553776749200764,0.006861388536624349,0.008899657815191236,0.005215928625246147,1021.431239463107,940.051182246417,1219.3062389781296,714.6133533326849,14.46106096
4,1992,11,11/1992,498.4345676008213,273.95678381424506,136.48778582690517,2086.4132759562685,1223240.6624409147,1125270.1942982308,1459425.5239085262,856472.0315938339,38.853243059460496,5.866015947924644,1.7311144422691673,52.55362978420566,5.866015947924644,1.7311144422691673,52.55362978420566,3276.232129291056,559.8416716086713,506.3224346977278,11736.408461406994,1240.1488234648727,150.25087728004928,26.453884938843867,5445.700090865842,764.7367624916161,180.09828553023513,77.63094048641459,998.087570646223,0.006878063956795124,0.006327193497324041,0.00820608928548182,0.004815789395648206,1021.187115383653,939.3993014012627,1218.3592212373921,715.0009235343991,13.56256944
5,1992,12,12/1992,780.4718730135052,1383.8892886403119,743.2282019378634,3595.1958601481456,1223428.88221704,1125066.8364023112,1458521.4733193407,857762.1493885359,30.918583618813198,23.041403197429702,7.690875246476198,78.1274331320427,23.041403197429702,7.690875246476198,78.1274331320427,2114.9718743330454,305.9141059633748,271.46827120772474,10506.388843159335,834.6702946730817,778.9979518814168,319.0325827233009,10765.029600361042,549.5718142206008,528.5363976383995,252.91650983313176,1055.231956406676,0.00445637390777285,0.004098087405912947,0.0053127052435187295,0.0031244226102323655,1021.3442452241998,939.2295339388975,1217.6045007300727,716.0779410909018,8.708310435
6,1993,1,1/1993,1078.1314348297956,1342.8363843594593,998.331199335018,3239.557662678755,1223184.2529917976,1124763.3920274936,1457690.608045969,858333.9117492514,46.97813472463842,23.198145269180756,10.650389863601468,72.00217193977917,23.198145269180756,10.650389863601468,72.00217193977917,4008.5368970838,730.896234837356,661.9501519781509,25911.94051268614,3121.259795476991,1826.7934918449123,978.8990364736023,23571.346434186937,656.2736545137737,439.78591809111447,291.3070863886433,808.6483298141659,0.0038796873578705307,0.0035675167514390036,0.004623492993708836,0.0027224575676968437,1021.1400235852907,938.9762121721234,1216.9108768686046,716.555260373813,7.161085283
