t,year,mo,yrmo,M1,M2,M3,M4,S1,S2,S3,S4,C1,C2,C3,C4,C2sur,C3sur,C4sur,Seg1in,Seg2in,Seg3in,Seg4in,Seg12,Seg23,Seg34,outflow,S1set,S2set,S3set,S4set,S1res,S2res,S3res,S4res,S1Bur,S2Bur,S3Bur,S4Bur,Temp
1,1998,1,1/1998,979.233997707473,559.268150311828,684.929493817219,3082.62898607923,1226794.77640838,1106841.57168121,1428801.42391209,950480.765334767,34.40841399580274,8.87682949459632,6.810674016801512,65.02977316857225,8.87682949459632,6.810674016801512,65.02977316857225,5800.9770164612,1281.5795716892285,1164.167688270118,38221.43827622651,1621.0449958061527,236.58150585632444,-369.9990080586781,22837.247849509917,588.9468084640569,185.4456224630144,204.45782565117383,793.8494411599136,0.003977459099360505,0.0035885521894074477,0.00463239600787688,0.0030816061834856067,1024.1541647154977,924.0146983966366,1192.7935763918572,793.4813980456121,7.406408411
2,1998,2,2/1998,2335.0764263826063,3334.325323260256,2627.222116704947,4856.879544020181,1227070.1850732872,1106734.9143999633,1428221.5808691473,951262.1243720506,33.49856309607719,34.67795602392068,18.022129128614754,77.09975395099755,34.67795602392068,18.022129128614754,77.09975395099755,5736.91068130411,992.6630071936497,899.5368329924394,42760.14585601677,4659.902307197181,6583.401026859684,4541.539501331133,49994.06515397827,1071.8754216324814,1019.3516228288934,765.2396882481142,1249.4055651985384,0.004080176945739429,0.00368004563855484,0.004749032971835896,0.0031630772521672353,1024.384081680085,923.9256586477832,1192.3095111849204,794.1336930566121,7.688980286
3,1998,3,3/1998,2265.0558282959096,2433.7537130864866,2839.6286432538263,4486.124007536696,1227289.4115016218,1106877.1987150437,1428115.3835886964,952015.6200562794,75.45513130371178,37.7738188554418,27.711201896731506,93.31417767426758,35.887770474471324,20.877744976351938,86.76752306003185,8821.648840179856,1162.4609112834137,1055.327709825004,44729.56126591761,8377.711976370629,4758.247817811753,3860.5972321463123,48677.659423704186,1797.8868192423367,1071.7816671217336,1131.0820472182847,1541.6929610699879,0.00516771900339768,0.004660702097338809,0.0060133322569662865,0.004008630046988521,1024.5670965281365,924.0444405962113,1192.2208554544375,794.7627271525652,10.3289337
4,1998,4,4/1998,1920.1366322390816,3266.936242085193,3712.365482998064,4397.003781699949,1228064.846943309,1107643.8801465954,1428607.2879332562,953200.6471554957,52.058591417028246,46.218195209243575,33.49525439993287,86.17765834255702,43.8233360301316,25.153473716638374,80.0790531737858,1898.3372694896061,209.92713478709197,179.7276826428617,16801.126057197085,1704.320627713274,2341.6194342605954,2477.6238500433365,23798.2604649923,2398.6131686352755,2317.0396733478833,2426.20213624546,2479.0862882465935,0.008103348215383848,0.007308754160504925,0.009426621359590723,0.006289665225949409,1025.2144463965449,924.6844824322488,1192.6315075804575,795.7520127790627,15.35156232
5,1998,5,5/1998,927.3681624052018,1261.076101447979,1600.6024135331327,2931.943699089214,1228823.2978473373,1108559.690238267,1429511.0664536026,954817.2847242968,44.58976367067344,22.68184856030686,17.651546963711656,66.75707134525103,21.625603270363435,13.377176067799013,62.14542007468919,1274.8771575365074,102.94909716312814,80.75911019464998,12255.444510614328,223.35019542971648,128.56295577122597,106.47837143381105,9324.888485301046,1829.7455495178556,1317.7373311840145,1491.5501325363477,2313.719429891013,0.011140666649082743,0.010050341648949815,0.012960127213109596,0.00865649365415697,1025.8476172145417,925.4490200203692,1193.3860009589696,797.1016159325505,18.90382208
2,1998,6,6/1998,2093.8909815524185,2621.811148522573,3388.6176648660044,3703.037804436134,1227489.912280658,1106582.303724207,1426646.0558705446,954471.0641782971,97.06359294735421,46.46082696446995,36.91573908339718,83.57207883672352,44.27731754829412,27.952133266658254,77.78633362678627,844.3617067342662,65.55999711145716,46.801249146374715,4344.981203004944,57.79655922554655,88.44150974640185,128.27947177577275,3679.8385237893294,6019.985582828071,4038.23284804493,4671.340260236293,4322.548558901062,5936.419473665188,5351.682870318918,6899.583730478032,4616.038434002584,1024.7344788090425,923.7982560355765,1190.9942296725094,796.8125837154965,22.86509537
3,1998,7,7/1998,2065.623669445374,2772.9291422279066,3825.444249594627,3590.1712441534064,1227280.6623406473,1105538.8411537074,1425018.6434085402,954669.8644672983,99.66727128832726,49.94486151231851,42.23622955674967,81.81288281846518,45.718368238296094,32.23828814200743,58.09036583368184,906.7698442885757,105.48899698618554,79.84621548972893,3214.9033410707734,528.896452671776,531.056223228499,739.6633398335032,3151.6802733753466,7685.776807104155,5457.161166205361,6712.218034463886,5334.061550777809,7373.730318619855,6642.282830302003,8561.776859956375,5735.83397824395,1024.5597925439477,922.9271514646632,1189.6356314108252,796.9785463914408,25.29122097
4,1998,8,8/1998,1857.8699556616777,2734.7458905876933,3770.828183279181,3410.1753613805367,1226883.6922495218,1104720.4518402454,1423757.8695729417,954960.3824565109,113.63487394268869,53.92684831324667,44.80292273490234,81.94291610689395,49.61949797733909,34.38125550358788,58.439469317667,800.5192567746132,73.17259600284848,52.565584042714164,2849.5725829873477,729.181862057737,625.9375933378411,814.0438744311788,3038.624389491628,8389.963099238083,5896.9963589784065,7133.809487003781,5445.986359738024,7758.941738717019,6986.368534805134,9003.994779490171,6039.270076756437,1024.2283935358073,922.2439427977706,1188.5831108105397,797.2210769387651,25.86419531
2,1998,9,9/1998,155.21167960394183,206.92430093615712,337.9741723657574,1126.4227056457414,1228180.4705810926,1106359.606233869,1425967.7900997791,957985.5151553513,12.340722332145653,4.4587797742720126,4.307910685170599,28.474451903412568,4.125706217940191,3.325964117054521,20.40211861656448,876.985314594273,83.55062287560604,63.55855533350911,3315.650282823141,76.89090424147382,42.25285132297839,57.42806993070123,1080.3443931120112,746.2660562886617,422.91621764455545,596.8739920658337,1673.0920325604714,0.019198472916971736,0.01729421322475752,0.022290212761445365,0.014974883095852706,1025.3109714490254,923.6123434717254,1190.4279990956666,799.746521546057,24.99464893
3,1998,10,10/1998,151.8871511208538,68.23312099385986,61.34463560499372,1142.2859254647751,1227960.0366991542,1105711.6453533503,1425114.6340207264,959416.5880959459,13.895536676478015,1.5352326893746446,0.808700922785092,29.585551706764114,1.5352326893746446,0.808700922785092,29.585551706764114,1035.4345486927841,114.90974951464493,88.75184239239793,2604.3668129513217,122.29228564594112,23.834680297062487,19.35437551616674,1204.7881942504068,342.5701055270804,62.010474395449236,47.80988268548436,748.4599076503913,0.009120181025640734,0.00821223009413965,0.010584467780805363,0.0071256821891031545,1025.1269485932282,923.0714120566937,1189.7157663992803,800.9412114325044,16.67423888
