t,year,mo,yrmo,M1,M2,M3,M4,S1,S2,S3,S4,C1,C2,C3,C4,C2sur,C3sur,C4sur,Seg1in,Seg2in,Seg3in,Seg4in,Seg12,Seg23,Seg34,outflow,S1set,S2set,S3set,S4set,S1res,S2res,S3res,S4res,S1Bur,S2Bur,S3Bur,S4Bur,Temp
1,2007,1,1/2007,1709.92631015289,2034.230801777,1909.11414731629,2828.44434768769,1228221.55389425,1073118.33892994,1351807.50765533,1035529.59009957,50.27031569941305,29.877786949225825,17.78331806415755,56.79855497792902,29.877786949225825,17.78331806415755,56.79855497792902,2757.7822637523013,332.18527258158275,297.5905326320167,12709.176325597866,2268.1271642460792,1927.636594515373,1566.2826024211965,13408.282534235399,1169.1559648915072,781.4735659782178,670.8602518020324,857.652695237658,0.004627732859925411,0.004043329954525648,0.005093384010104311,0.0039017018520271607,1025.345268665707,895.8618321356653,1128.517430529081,864.4819514894721,9.086470549
2,2007,2,2/2007,1357.2461542620388,1680.0779618442996,1677.881482482011,2747.5680908314707,1228349.0411413645,1073113.4186755237,1351486.028444405,1035776.7678358274,64.01897112986961,29.98375719687027,18.385828267747645,62.27031589979075,29.98375719687027,18.385828267747645,62.27031589979075,1392.780736117225,94.914689456696,79.42510878484985,8671.639740749379,865.0964757638468,417.8339544597964,251.08058733568788,7374.441673399093,738.5470053416251,487.27070792147947,434.72673467755953,602.9337723220564,0.003507377768058259,0.003064124301159745,0.00385897810088471,0.002957514750695795,1025.451697709579,895.8577246034612,1128.2490529005893,864.6883006791501,5.985977333
3,2007,3,3/2007,1181.5695338861535,1576.500171403689,1422.3053619031632,2977.182876995904,1228094.4381686724,1072808.0166655618,1350868.1438089868,1035760.7961491679,50.44543961026303,27.004653142477057,15.068064673779375,65.83106674340755,25.711092474125905,11.389008259518702,61.25224217338661,2530.9950856552823,396.813894165635,356.5938340096797,13190.757125964314,1355.812821144599,953.5446484835768,671.903106727402,12819.841538651295,987.7716838052686,707.3758603784369,565.8161334284047,1020.0514013260885,0.005146925831380198,0.00449612270968478,0.0056614686363429005,0.004340858350258964,1025.239149775853,895.6027685615626,1127.7332297695764,864.6749671781241,10.27652308
4,2007,4,4/2007,1205.7986117329792,1540.8190924969701,1359.072063080432,2908.6809233856197,1228201.6778624398,1072779.6842019646,1350444.5582709447,1036218.5154747965,55.799391627527704,27.285458961504336,14.797181507980747,65.61703626873756,26.00246355703604,11.204158224251195,61.07307973546514,3267.644716021386,436.83159321531804,393.4220541869189,19706.425605246066,1736.964246915017,984.9399345726557,606.9068228971934,14229.524966191786,1671.121561421031,1144.5958546256961,903.7595742696985,1637.7931057904475,0.00821494263708991,0.0071753879894484365,0.00903257565978391,0.006930845167815611,1025.3286757349676,895.5791160231366,1127.379611624764,865.0570809290366,15.50324287
5,2007,5,5/2007,1091.3750209451662,1351.5304130873378,1099.0640940211288,3581.85648735037,1228939.7473642465,1073212.2489722257,1350345.7522662017,1037945.9492729235,49.23412785886543,23.683306836596792,11.862871395167854,80.29710823049406,22.562857864631898,8.976979497354115,74.72849787339136,1272.8225012182756,15.628441422341108,4.962802693626257,2363.631111909906,171.15988178183977,79.36672437400189,42.952709430098565,2545.26456917114,2147.3505173304125,1435.878533003539,1048.1583646848105,2891.4233130772254,0.011382579289430775,0.009940213541399921,0.012507055473046258,0.00961357307474313,1025.9448317283423,895.9402302204672,1127.297126287198,866.4991791125661,19.14295082
2,2007,6,6/2007,2203.1500818737927,2524.558412700072,3049.344045095449,3431.2839180826263,1227785.3135892435,1071329.1499794042,1347306.7301509713,1037209.851602722,105.93197552414294,45.4069754654484,33.62836339956737,78.12648837575254,43.292469505387984,25.485162234944912,72.72942538119378,1132.8746248008795,23.583718158428926,11.509290070826395,2339.609939044146,401.55275731775237,200.332770646835,184.2573272107701,2436.7082861997405,6202.064649602084,3763.801113068694,4054.287131537296,3863.362059802294,5743.410946399027,5011.5305168462,6302.515705685471,4851.92512850088,1024.9810860544171,894.3681794478711,1124.760086502037,865.8846692458211,22.49284324
3,2007,7,7/2007,2048.9073827339175,2753.0823802703317,3597.2437924868236,3366.035554925261,1227666.6725971822,1070398.7339979915,1345653.266886624,1036550.2910605383,106.05489943708527,50.991619743804435,40.6328740334295,77.98043720305085,46.745859202722464,31.05875354936265,55.439816478958335,1167.0568675836678,35.08150250125588,20.26877260328544,2141.1170102487845,433.5046262437068,340.1996094986592,421.45539471251124,2619.6672885255357,7811.201179335678,5399.269321499983,6257.295406904709,4951.182540580873,7281.632184421668,6348.832338304753,7981.443461770075,6148.067817293118,1024.8820420509194,893.5914485548107,1123.379740480885,865.3340541884787,25.14717536
4,2007,8,8/2007,1878.4435658834557,2654.3210869036875,3569.5121679654208,3203.2282720516773,1227574.2528495772,1069712.3164968854,1344490.9594374204,1035877.5850962187,118.06601530659687,52.854844000264585,42.743668057019676,77.40642653924108,48.661647743684036,32.822004894649695,55.23193775861098,1240.987364467053,0,0,2156.3421337658274,326.3710719670835,433.5583086123814,676.5552053481016,3046.499574309393,9071.377913081757,6046.291426604955,7122.335365123683,5392.371228846307,8131.258562338286,7085.605952196407,8905.696417576755,6861.490018868993,1024.804888095562,893.018412741478,1122.4094216976025,864.7724650553689,26.38195084
2,2007,9,9/2007,230.3502366863932,152.24504795322306,260.2508750682952,822.6207755561579,1229346.8036407267,1071268.8118369826,1346578.4089968596,1038357.4218968124,24.168354570738533,3.5652427474005353,3.5382462429990063,21.785748953236705,3.3177402666935194,2.7486966519156604,15.678200248647078,928.7863610453206,13.83229472050138,0.2603181458363409,1022.4148648340805,66.33889118441667,24.91327935256569,44.54381287486219,543.5853176823971,1432.1304665791267,363.419121164362,528.6017378070436,1405.3640517714632,0.021604921135687263,0.018826809592147744,0.023665185644309566,0.018248414641253947,1026.2846508968355,894.3178078934428,1124.1520686350082,866.842685141061,26.30439498
3,2007,10,10/2007,131.99262559928107,23.296202093039412,19.1220003008458,380.474695283283,1229305.6414993291,1070549.766015022,1345690.0744678485,1038633.9970254028,20.465751298478345,0.6221415158864684,0.28686889350696226,10.837107922382868,0.6221415158864684,0.28686889350696226,10.837107922382868,775.3338366132716,38.22690748657534,29.281937020562864,2642.149118438074,107.01831476464734,0.7312000499497043,-45.14311210658824,198.05562716180603,262.10809271546873,24.951116547725313,16.96762439573712,291.5624206161572,0.010395789722600312,0.009053249150876208,0.011380010449554048,0.008783349125975566,1026.2502878726755,893.7175332694032,1123.4104682263312,867.0735758941435,18.12570134
4,2007,11,11/2007,249.52142965603605,128.5829438605554,103.07514190234225,1370.1070032324562,1228761.7138504947,1069762.5086826948,1344634.2429295934,1038776.9637545123,27.64616406253888,3.0587753293419873,1.4182690017179507,36.6017335179074,3.0587753293419873,1.4182690017179507,36.6017335179074,490.7969244073893,17.987388414513074,10.28978791520059,633.9919494384626,67.60055731299346,14.926248058846603,11.28856437809212,631.2273720477788,499.6036508024616,99.15052283022034,67.39293887712446,754.5027833819196,0.007754789743327801,0.006751336110671282,0.008486068306052759,0.006555784456276452,1025.7962055945552,893.0603142372468,1122.5290377801502,867.192927536202,14.85363194
5,2007,12,12/2007,204.9128376851284,91.66210506111453,55.03236334146305,795.5171098627931,1228212.2366146573,1068971.4821442377,1343574.70706721,1038653.1372794332,27.371773859183964,2.3112478412241204,0.7912573373497103,21.947240517665914,2.3112478412241204,0.7912573373497103,21.947240517665914,868.1357329350886,83.66197017153328,71.79206994643411,1298.2488651303647,259.3975299906745,15.28570119806326,2.0672349537780783,387.7864135940733,217.9553600030461,43.73017505806993,22.024825679931592,271.13752271291975,0.005011123834002981,0.004361419233867414,0.005481804395554514,0.004237719944745928,1025.3374904041084,892.3999485922828,1121.644514886026,867.0895545820674,9.976479584
6,2008,1,1/2008,343.1260871298316,375.71977505272747,119.65123370316266,1158.1054771957183,1227537.7975269996,1068218.5602092738,1342497.2157274282,1038235.4996274962,31.141974528240095,8.433254484565209,1.5744048583413777,29.95474895767649,8.433254484565209,1.5744048583413777,29.95474895767649,871.7567002294124,101.43205259621952,77.34973282124362,1488.6730278616192,73.29308157275749,-0.1627212727409338,-124.0358375127822,540.6290602003977,316.1836960189282,139.9305762998866,38.23095897559535,311.1096926295155,0.004075913858080999,0.0035469106057571687,0.004457624862584508,0.0034473549160023184,1024.774454423067,891.7713934743222,1120.7450023805088,866.740901858076,7.673032012
